Date,Open,High,Low,Close,Adj Close,Volume
05/11/2001,20.16,23.940001,19.6,1.59,22.26,62100
06/11/2001,22.4,23.52,21,1.55,21.700001,60300
07/11/2001,23.799999,23.940001,21.42,1.54,21.559999,16900
08/11/2001,22.120001,22.26,20.299999,1.47,20.58,15800
09/11/2001,20.440001,20.440001,19.6,1.41,19.74,11400
12/11/2001,19.879999,21,19.32,1.45,20.299999,11600
13/11/2001,21,22.4,20.860001,1.56,21.84,23300
14/11/2001,22.68,22.959999,21.280001,1.55,21.700001,12000
15/11/2001,21.700001,23.52,21.700001,1.58,22.120001,18000
16/11/2001,22.959999,23.1,21.42,1.55,21.700001,13100
19/11/2001,22.26,24.08,21.700001,1.69,23.66,50000
20/11/2001,24.5,26.74,23.1,1.69,23.66,57500
21/11/2001,23.799999,23.799999,21.700001,1.6,22.4,23000
23/11/2001,23.52,26.32,22.82,1.88,26.32,34900
26/11/2001,28.559999,34.02,27.58,2.43,34.02,140600
27/11/2001,34.299999,34.720001,28.700001,2.09,29.26,96700
28/11/2001,29.82,31.219999,26.6,1.9,26.6,55900
29/11/2001,26.6,28.700001,26.6,1.96,27.440001,19900
30/11/2001,27.719999,27.719999,23.799999,1.7,23.799999,37700
03/12/2001,24.08,27.860001,23.940001,1.85,25.9,84200
04/12/2001,27.440001,27.58,25.9,1.86,26.040001,37100
05/12/2001,26.6,27.299999,24.5,1.8,25.200001,31900
06/12/2001,25.200001,25.34,23.799999,1.72,24.08,15800
07/12/2001,24.639999,25.9,23.940001,1.82,25.48,18000
10/12/2001,26.6,26.74,24.219999,1.75,24.5,25300
11/12/2001,25.34,25.76,23.799999,1.74,24.360001,17000
12/12/2001,24.5,25.059999,22.120001,1.72,24.08,30000
13/12/2001,23.52,24.360001,22.68,1.7,23.799999,14200
14/12/2001,24.5,24.639999,22.68,1.7,23.799999,10300
17/12/2001,23.66,24.360001,22.82,1.63,22.82,9500
18/12/2001,22.540001,23.799999,22.540001,1.7,23.799999,15600
19/12/2001,23.799999,23.940001,22.959999,1.67,23.379999,8600
20/12/2001,23.379999,23.66,22.120001,1.58,22.120001,11000
21/12/2001,22.82,23.1,21.700001,1.6,22.4,9000
24/12/2001,22.959999,22.959999,22.4,1.6,22.4,3800
26/12/2001,22.540001,23.379999,22.4,1.66,23.24,15100
27/12/2001,23.379999,25.059999,22.959999,1.79,25.059999,23300
28/12/2001,25.200001,25.76,24.08,1.75,24.5,15900
