Jul.Day,Date,Wdy,GBP/USD
2457613,12/08/2016,Fri,0.7733
2457616,15/08/2016,Mon,0.7768
2457617,16/08/2016,Tue,0.7682
2457618,17/08/2016,Wed,0.76857
2457619,18/08/2016,Thu,0.76064
2457620,19/08/2016,Fri,0.76573
2457623,22/08/2016,Mon,0.76152
2457624,23/08/2016,Tue,0.75885
2457625,24/08/2016,Wed,0.75566
2457626,25/08/2016,Thu,0.75895
2457627,26/08/2016,Fri,0.75949
2457630,29/08/2016,Mon,0.76407
2457631,30/08/2016,Tue,0.76432
2457632,31/08/2016,Wed,0.76178
2457633,01/09/2016,Thu,0.75345
2457634,02/09/2016,Fri,0.752
2457638,06/09/2016,Tue,0.74474
2457639,07/09/2016,Wed,0.74975
2457640,08/09/2016,Thu,0.75192
2457641,09/09/2016,Fri,0.75431
2457644,12/09/2016,Mon,0.75125
2457645,13/09/2016,Tue,0.7586
2457646,14/09/2016,Wed,0.75742
2457647,15/09/2016,Thu,0.75682
2457648,16/09/2016,Fri,0.76402
2457651,19/09/2016,Mon,0.76629
2457652,20/09/2016,Tue,0.77082
2457653,21/09/2016,Wed,0.77061
2457654,22/09/2016,Thu,0.76394
2457655,23/09/2016,Fri,0.77173
2457658,26/09/2016,Mon,0.77058
2457659,27/09/2016,Tue,0.76907
2457660,28/09/2016,Wed,0.76953
2457661,29/09/2016,Thu,0.76983
2457662,30/09/2016,Fri,0.76847
2457665,03/10/2016,Mon,0.77886
2457666,04/10/2016,Tue,0.78454
2457667,05/10/2016,Wed,0.78469
2457668,06/10/2016,Thu,0.79088
2457669,07/10/2016,Fri,0.8046
2457673,11/10/2016,Tue,0.81859
2457674,12/10/2016,Wed,0.82018
2457675,13/10/2016,Thu,0.81948
2457676,14/10/2016,Fri,0.82049
2457679,17/10/2016,Mon,0.82066
2457680,18/10/2016,Tue,0.8124
2457681,19/10/2016,Wed,0.81445
2457682,20/10/2016,Thu,0.8162
2457683,21/10/2016,Fri,0.81908
2457686,24/10/2016,Mon,0.81944
2457687,25/10/2016,Tue,0.82227
2457688,26/10/2016,Wed,0.81748
2457689,27/10/2016,Thu,0.82158
2457690,28/10/2016,Fri,0.82283
2457693,31/10/2016,Mon,0.8188
2457694,01/11/2016,Tue,0.81839
2457695,02/11/2016,Wed,0.81206
2457696,03/11/2016,Thu,0.8029
2457697,04/11/2016,Fri,0.79715
2457700,07/11/2016,Mon,0.8063
2457701,08/11/2016,Tue,0.80825
2457702,09/11/2016,Wed,0.80187
2457703,10/11/2016,Thu,0.79861
2457707,14/11/2016,Mon,0.80205
2457708,15/11/2016,Tue,0.80507
2457709,16/11/2016,Wed,0.80321
2457710,17/11/2016,Thu,0.80336
2457711,18/11/2016,Fri,0.81127
2457714,21/11/2016,Mon,0.80173
2457715,22/11/2016,Tue,0.80489
2457716,23/11/2016,Wed,0.80284
2457717,24/11/2016,Thu,0.80323
2457718,25/11/2016,Fri,0.80245
2457721,28/11/2016,Mon,0.80578
2457722,29/11/2016,Tue,0.79961
2457723,30/11/2016,Wed,0.80122
2457724,01/12/2016,Thu,0.79399
2457725,02/12/2016,Fri,0.78836
2457728,05/12/2016,Mon,0.78696
2457729,06/12/2016,Tue,0.78707
2457730,07/12/2016,Wed,0.79349
2457731,08/12/2016,Thu,0.79525
2457732,09/12/2016,Fri,0.79435
2457735,12/12/2016,Mon,0.7889
2457736,13/12/2016,Tue,0.78837
2457737,14/12/2016,Wed,0.78661
2457738,15/12/2016,Thu,0.80719
2457739,16/12/2016,Fri,0.80147
2457742,19/12/2016,Mon,0.80521
2457743,20/12/2016,Tue,0.80907
2457744,21/12/2016,Wed,0.80992
2457745,22/12/2016,Thu,0.81289
2457746,23/12/2016,Fri,0.8163
2457751,28/12/2016,Wed,0.81825
2457752,29/12/2016,Thu,0.8174
2457753,30/12/2016,Fri,0.81061
2457757,03/01/2017,Tue,0.81596
2457758,04/01/2017,Wed,0.81328
2457759,05/01/2017,Thu,0.80566
2457760,06/01/2017,Fri,0.81214
2457763,09/01/2017,Mon,0.82201
2457764,10/01/2017,Tue,0.82211
2457765,11/01/2017,Wed,0.8254
2457766,12/01/2017,Thu,0.81894
2457767,13/01/2017,Fri,0.81976
2457770,16/01/2017,Mon,0.83037
2457771,17/01/2017,Tue,0.80747
2457772,18/01/2017,Wed,0.81244
2457773,19/01/2017,Thu,0.8118
2457774,20/01/2017,Fri,0.81118
2457777,23/01/2017,Mon,0.80093
2457778,24/01/2017,Tue,0.79801
2457779,25/01/2017,Wed,0.79247
2457780,26/01/2017,Thu,0.79505
2457781,27/01/2017,Fri,0.7981
2457784,30/01/2017,Mon,0.80168
2457785,31/01/2017,Tue,0.79471
2457786,01/02/2017,Wed,0.79097
2457787,02/02/2017,Thu,0.79739
2457788,03/02/2017,Fri,0.79936
2457791,06/02/2017,Mon,0.80329
2457792,07/02/2017,Tue,0.80096
2457793,08/02/2017,Wed,0.79739
2457794,09/02/2017,Thu,0.79909
2457795,10/02/2017,Fri,0.79993
2457798,13/02/2017,Mon,0.7994
2457799,14/02/2017,Tue,0.80227
2457800,15/02/2017,Wed,0.80231
2457801,16/02/2017,Thu,0.80155
2457802,17/02/2017,Fri,0.80471
2457806,21/02/2017,Tue,0.80226
2457807,22/02/2017,Wed,0.80286
2457808,23/02/2017,Thu,0.797
2457809,24/02/2017,Fri,0.8001
2457812,27/02/2017,Mon,0.80173
2457813,28/02/2017,Tue,0.80476
2457814,01/03/2017,Wed,0.8118
2457815,02/03/2017,Thu,0.81525
2457816,03/03/2017,Fri,0.81649
2457819,06/03/2017,Mon,0.81694
2457820,07/03/2017,Tue,0.81911
2457821,08/03/2017,Wed,0.82296
2457822,09/03/2017,Thu,0.82212
2457823,10/03/2017,Fri,0.82258
2457826,13/03/2017,Mon,0.81741
2457827,14/03/2017,Tue,0.82192
2457828,15/03/2017,Wed,0.81829
2457829,16/03/2017,Thu,0.80855
2457830,17/03/2017,Fri,0.80838
2457833,20/03/2017,Mon,0.80868
2457834,21/03/2017,Tue,0.8013
2457835,22/03/2017,Wed,0.80157
2457836,23/03/2017,Thu,0.79838
2457837,24/03/2017,Fri,0.80068
2457840,27/03/2017,Mon,0.79482
2457841,28/03/2017,Tue,0.7998
2457842,29/03/2017,Wed,0.80583
2457843,30/03/2017,Thu,0.80071
2457844,31/03/2017,Fri,0.79772
2457847,03/04/2017,Mon,0.80145
2457848,04/04/2017,Tue,0.80411
2457849,05/04/2017,Wed,0.8008
2457850,06/04/2017,Thu,0.80097
2457851,07/04/2017,Fri,0.80661
2457854,10/04/2017,Mon,0.8053
2457855,11/04/2017,Tue,0.80109
2457856,12/04/2017,Wed,0.80007
2457857,13/04/2017,Thu,0.79866
2457861,17/04/2017,Mon,0.79451
2457862,18/04/2017,Tue,0.78325
2457863,19/04/2017,Wed,0.78195
2457864,20/04/2017,Thu,0.77942
2457865,21/04/2017,Fri,0.78233
2457868,24/04/2017,Mon,0.78227
2457869,25/04/2017,Tue,0.77907
2457870,26/04/2017,Wed,0.77896
2457871,27/04/2017,Thu,0.77587
2457872,28/04/2017,Fri,0.77299
2457875,01/05/2017,Mon,0.7742
2457876,02/05/2017,Tue,0.77392
2457877,03/05/2017,Wed,0.77476
2457878,04/05/2017,Thu,0.77456
2457879,05/05/2017,Fri,0.77177
2457882,08/05/2017,Mon,0.77263
2457883,09/05/2017,Tue,0.77337
2457884,10/05/2017,Wed,0.77278
2457885,11/05/2017,Thu,0.77656
2457886,12/05/2017,Fri,0.77651
2457889,15/05/2017,Mon,0.77479
2457890,16/05/2017,Tue,0.77466
2457891,17/05/2017,Wed,0.77186
2457892,18/05/2017,Thu,0.76994
2457893,19/05/2017,Fri,0.76776
2457897,23/05/2017,Tue,0.77037
2457898,24/05/2017,Wed,0.77232
2457899,25/05/2017,Thu,0.77218
2457900,26/05/2017,Fri,0.78092
2457903,29/05/2017,Mon,0.77876
2457904,30/05/2017,Tue,0.7777
2457905,31/05/2017,Wed,0.77644
